,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25
Oy_Dzhaylau_MLBA_o2,0.101303,-0.034528,0.021873,0.053618,-0.036622,0.022869,-0.00188,0.006923,-0.027406,-0.019681,0.012666,0.007343,-0.000743,-0.032341,0.010043,0.03739,-0.003912,-0.006208,-0.00993,0.002376,-0.028949,0.010263,0.000739,0.018557,0.005269
Palestinian,0.046667,0.134981,-0.04714,-0.077224,-0.012131,-0.029864,-0.005875,-0.002077,0.016123,6.1e-05,0.007768,-0.009542,0.020131,-0.001904,-0.000927,0.010287,-0.000576,-0.001436,8.4e-05,0.002512,0.001061,0.004039,0.000585,0.002099,0.002016
Pallan,0.027944,-0.112064,-0.18313,0.122111,-0.072691,0.062416,-0.00282,0.015911,0.063188,0.040466,-0.003077,-0.000502,-0.000305,0.006406,-0.010817,-0.009474,0.006747,-0.000133,-0.000176,0.008379,0.006538,0.003104,-0.001571,0.00091,-0.004802
Paniya,0.008564,-0.165048,-0.186369,0.138014,-0.048683,0.052617,-0.005584,0.016791,0.086475,0.054801,0.004864,0.000285,-0.003009,0.014097,-0.022678,-0.027421,0.010611,-0.000597,-0.003304,0.028037,0.007386,0.013001,-0.009414,0.006289,-0.00755
Papuan,-0.046241,-0.241315,-0.263796,0.308749,0.206846,-0.508522,-0.00141,0.007038,-0.040879,-0.011982,-0.018878,0.000543,0.000873,-0.003062,0.00056,-0.000215,-0.001597,-0.001837,-0.0011,-0.001641,0.003338,0.001082,0.000878,0.002094,0.001407
Parkhai_EBA,0.086506,0.084289,-0.122564,0.00646,-0.107097,0.021475,0.009635,-0.003,-0.078742,-0.042279,0.002598,0.004346,-0.005352,-0.019267,0.028094,0.038318,0.003651,0.002027,0.004022,-0.019759,0.007112,-0.017806,-0.002465,-0.015906,0.023351
Parkhai_Eneolithic,0.074839,0.087082,-0.135952,0.009609,-0.112252,0.025797,0.01034,-0.002596,-0.080838,-0.05016,-0.001502,0.002773,-0.005426,-0.010012,0.023106,0.028407,-0.01017,0.004022,0.007448,-0.024199,0.003806,-0.019383,-0.002927,-0.02422,0.012155
Parkhai_LBA,0.083091,0.096475,-0.108988,-0.007106,-0.094479,0.018686,0.003995,-0.001846,-0.079969,-0.039727,0.004872,0.008692,-0.00223,-0.007707,0.021715,0.035667,0.009909,0.005068,0.009553,-0.018759,0.012228,-0.0115,-0.003328,-0.017231,0.01437
Parkhai_LBA_o,0.087644,0.085304,-0.079572,0.02907,-0.090478,0.019801,0.002115,-0.008307,-0.07281,-0.059773,0.002111,0.001798,0.000149,-0.010184,0.022394,0.018032,-0.005867,0.000507,0.00729,-0.018259,-0.001747,-0.00779,0.00912,-0.01217,0.013651
Parkhai_MBA,0.080814,0.091398,-0.126335,-0.004522,-0.111713,0.0251,0.00846,-0.006,-0.084468,-0.042825,-0.003897,0.002098,-0.004757,-0.006606,0.020901,0.01432,-0.026729,0.004181,0.018226,-0.029639,0.000125,-0.016693,-0.001479,-0.020123,0.011616
Pashtun,0.077514,0.013811,-0.087115,0.058883,-0.06392,0.037343,0.005053,0.004569,-0.013396,-0.010187,-0.003767,0.000285,0.000505,-0.006785,0.009636,0.010236,-0.004498,0.001888,0.001823,-0.010955,-0.003282,-0.006529,-0.00122,-0.00253,0.004419
Peloponnese_N,0.117921,0.177718,-0.004073,-0.100712,0.04727,-0.044121,-0.003619,-0.005261,0.029574,0.078325,0.006008,0.013848,-0.024024,-0.000908,-0.040309,-0.008724,0.024903,-0.000228,0.010031,-0.014857,-0.016945,0.003809,-0.003845,-0.000892,-0.005652
Peloponnese_N_o,0.119514,0.169593,-0.021873,-0.082042,0.023081,-0.037092,0.002115,-0.003692,0.012067,0.058316,0.005034,0.01169,-0.020961,-0.002615,-0.028773,-0.00305,0.011213,0.002787,0.005782,-0.00988,-0.013227,0.002473,-0.001849,0,-0.000479
Petrovka_MLBA,0.118376,0.129988,0.06939,0.070091,0.008001,0.031236,-0.00047,-0.003,-0.010635,-0.013485,-0.000162,-0.005545,-0.006838,-0.025735,0.015879,0.023999,0.005607,-0.000633,-0.002011,0.003627,-0.002371,-0.00136,-0.002218,0.028317,-0.007544
Piapoco,0.05122,-0.321077,0.120804,0.101046,-0.112021,-0.015014,-0.306846,-0.365715,-0.011556,-0.014609,-0.006441,0.001399,-0.000272,0.024795,-0.004569,0.004596,0.008214,-0.002238,-0.00132,-0.00321,-0.00262,0.005997,-0.00417,-0.001948,-0.005409
Pima,0.05187,-0.314669,0.108234,0.090625,-0.107888,-0.016773,-0.269456,-0.32669,-0.011892,-0.018354,-0.00334,-0.001285,0.006116,0.018736,-0.009306,0.010607,0.006966,0.005502,0.006105,-0.002912,-0.002656,0.003851,-0.00081,0.003856,0.002942
Piramalai,0.036802,-0.087336,-0.179132,0.116604,-0.079297,0.061077,-0.000705,0.013384,0.048881,0.028064,-0.002815,-0.003747,-0.00218,0.007523,-0.00855,-0.013347,-0.004868,0.001267,-0.001173,0.001126,0.005324,-0.001607,-0.001232,0.000683,-0.006267
Poland_BA,0.12862,0.119494,0.06499,0.077413,0.029134,0.021661,0.00329,0.009384,-0.01084,-0.02448,-0.003573,0.002348,-0.003717,-0.010872,0.021399,0.014806,0.00226,-0.001394,0.001676,0.009463,8.3e-05,-0.000618,-0.002013,0.000884,-0.000918
Polish,0.133436,0.128659,0.070609,0.060625,0.040576,0.023084,0.007466,0.010899,-0.001856,-0.020523,-0.005309,-0.005476,0.013734,0.021882,-0.007799,-0.000326,0.002076,-0.000361,0.002823,0.001626,-0.003062,-0.003405,0.006684,-0.003383,0.000322
Poltavka,0.125775,0.08649,0.043432,0.111866,-0.026672,0.044715,0.005836,0.000231,-0.055494,-0.073046,0.002192,0.000375,0.000917,-0.018648,0.0316,0.012331,-0.006563,-0.001816,-0.001006,0.007566,-0.0047,0.003071,0.012469,0.020143,-0.00455
Poltavka_o,0.127482,0.120848,0.065242,0.076551,0.020927,0.0251,0.009635,0.010153,-0.016362,-0.030069,-0.001786,0.006294,-0.001338,-0.023671,0.027823,0.020021,0.007823,-0.002787,-0.004274,0.003377,0.000374,-0.002597,-0.001232,0.011809,-0.007424
Poprad,0.126344,0.129988,0.059208,0.044574,0.042469,0.018128,0.001175,0.005077,-0.001841,0,-0.003085,0.007194,-0.010109,-0.008808,0.00855,0.018032,0.002999,-0.00076,0.00264,-0.003877,0.000499,0.005317,-0.002095,0.017111,-0.001916
Portugal_LNCA,0.126344,0.1635,0.0533,-0.030255,0.08658,-0.020731,-0.007129,-0.000538,0.06313,0.088506,-0.003302,0.013388,-0.02998,-0.019863,-0.005881,0.009944,0.016341,0.002829,-0.000922,0.001251,0.011688,-0.000989,-0.018241,-0.04334,0.000479
Portugal_MBA,0.129379,0.151652,0.056191,-0.007752,0.070064,-0.010784,-0.002037,0.003,0.047109,0.06439,0.000758,0.01079,-0.026561,-0.019542,0.003619,0.001768,0.001,0.003294,-0.002556,0.001251,0.007445,0.006389,-0.013475,-0.023859,8e-05
Portugal_MN,0.129758,0.165531,0.053363,-0.030685,0.088632,-0.024263,-0.003643,0.002308,0.066675,0.089022,0.002192,0.013263,-0.034043,-0.014932,-0.007057,6.6e-05,0.017471,0.001394,-0.000691,0.002751,0.01566,0.005193,-0.015036,-0.042657,0.00012
Portuguese,0.107221,0.14407,0.036053,-0.004931,0.043557,-0.005076,-0.003917,0.003015,0.025484,0.029802,-0.000996,0.008592,-0.01441,-0.011799,0.014359,-4.4e-05,0.000617,-0.000726,-0.005992,0.001509,0.001431,-0.001888,0.001627,-0.000538,-0.000327
Potapovka_MLBA,0.121032,0.074811,0.0445,0.108206,-0.036007,0.038022,-0.000783,-0.006307,-0.041041,-0.063783,0.006117,0.001299,-0.002032,-0.027066,0.03117,0.012022,-0.005954,-0.005785,-0.003645,0.003168,-0.013185,0.000165,0.013804,0.012934,-0.002874
Protoboleraz_LCA,0.126628,0.17264,0.027341,-0.061613,0.069167,-0.026007,-0.004994,0.001385,0.045967,0.075628,0.003694,0.005095,-0.014011,0.003269,-0.029791,-0.009613,0.007921,-0.001457,0.009962,-0.005878,-0.002932,0.001948,-0.002835,-0.010604,-0.001557
Pulliyar,0.014797,-0.145475,-0.185355,0.129685,-0.055549,0.055081,-0.004641,0.018288,0.081707,0.057085,8.1e-05,-0.001161,-0.001375,0.014657,-0.027687,-0.0179,0.014375,0.001615,0.002608,0.0252,0.004898,0.014158,-0.007518,0.007953,-0.008652
Punjabi_Lahore,0.05179,-0.063724,-0.148303,0.106671,-0.067654,0.062495,0.00143,0.010019,0.037564,0.019074,-0.002057,0.000599,-0.000235,0.000264,-0.005542,0.002,0.00502,0,-0.000639,0.000448,0.001934,-0.001298,-0.001109,0.001004,-0.003293
Quechua,0.055916,-0.281175,0.114173,0.089956,-0.103058,-0.017675,-0.28075,-0.335553,-0.011862,-0.013121,-0.003248,-0.001705,-0.000799,0.022002,-0.005632,0.008221,0.008866,-0.002138,0.001131,0.000141,-0.001263,0.008022,-0.001433,0.004338,-0.002141
Relli,0.03244,-0.115263,-0.170647,0.111759,-0.05678,0.066515,0.001763,0.011423,0.059107,0.039272,-0.001056,0.001574,-0.002156,0.011423,-0.012826,-0.021082,-0.000978,-0.000823,0.00308,0.005878,0.002246,0.009398,0.001048,0.005362,-0.000419
Remedello_BA,0.121791,0.17264,0.041106,-0.062662,0.07663,-0.028726,-0.00564,0.004384,0.059925,0.079455,-0.006171,0.017534,-0.030773,-0.013212,-0.021172,-0.008221,0.00691,0.004434,0.015712,-0.006003,-0.003743,-0.003215,-0.012941,-0.026992,-0.007903
Roma,0.091058,0.06364,-0.058831,0.024979,-0.018773,0.013108,0.000392,0.002538,0.016703,0.014883,0.000379,-0.00035,0.000941,0.008762,-0.010541,-0.005215,0.008866,0.003125,0.001508,0.001,-0.00208,0.000124,-0.000657,-0.004017,-0.001277
Romania_HG,0.134311,0.110693,0.168573,0.168284,0.089863,0.064145,0.01081,0.015922,0.046427,-0.033714,0.002598,-0.019633,0.025272,-0.003991,0.026465,0.023866,-0.00665,0.006334,-0.008673,0.035392,0.052158,0.01014,-0.013434,-0.090133,0.012095
Romanian,0.124522,0.13405,0.034167,0.008786,0.028836,0.003068,0.003643,0.005907,0.001248,0.00616,-0.003443,-0.00021,-0.000535,0.008051,-0.012663,-0.000517,0.005919,-0.001482,0.003369,-0.003076,-0.006688,-0.002523,0.003734,0.001217,-0.001269
Russian_Kostroma,0.128241,0.087336,0.081458,0.068046,0.027441,0.021521,0.011907,0.012999,-0.003375,-0.029947,0.004222,-0.007493,0.017963,0.01234,-0.009138,-0.003911,0.000913,-0.001626,-0.00176,0.000479,6.2e-05,-0.001443,0.003595,-0.000602,-0.002056
Russian_Kursk,0.131181,0.115516,0.069673,0.065892,0.032621,0.022172,0.010752,0.01298,-0.004039,-0.025786,-0.001867,-0.007269,0.018806,0.019577,-0.013097,0.002088,0.003651,0.000887,0.002545,0.000625,-0.003743,-0.008099,0.005854,-0.00476,-0.001377
Russian_Orel,0.131222,0.118672,0.071707,0.062478,0.033149,0.022231,0.008528,0.011999,-0.004909,-0.025305,-0.001299,-0.007194,0.014717,0.023337,-0.01204,-0.000814,0.002384,-0.001973,0.003035,0.001483,-0.004528,-0.005564,0.005828,-0.005354,-0.001112
Russian_Pinega,0.124826,0.06364,0.094532,0.07752,0.02185,0.023241,0.011829,0.014615,0.001364,-0.031162,0.007091,-0.011939,0.023934,0.011331,-0.010224,-0.003757,-0.003998,-0.00228,-0.005195,-0.001042,0.007612,-0.000124,0.001972,-0.00241,0.002076
Russian_Smolensk,0.134454,0.12326,0.072124,0.066336,0.039123,0.024996,0.011604,0.012692,0.000102,-0.025399,-0.003532,-0.008823,0.016892,0.029004,-0.009806,-0.007823,-0.003341,-0.000839,4.7e-05,0.001782,0.000109,-0.004235,0.0059,-0.006402,0.000329
Russian_Tver,0.130043,0.106377,0.075141,0.069284,0.035237,0.026146,0.010517,0.013211,-0.004857,-0.027518,-0.000284,-0.009367,0.016241,0.022639,-0.008313,0.002917,0.006193,-0.001457,-0.00088,0.001563,-0.002964,-0.005533,0.010076,-0.001868,-0.003113
Russian_Voronez,0.130897,0.12161,0.073539,0.060886,0.036084,0.02252,0.009694,0.011711,-0.002454,-0.02401,0.000812,-0.007905,0.017282,0.024359,-0.01364,-0.003713,0.001239,0.001109,0.002828,0.003439,-0.002371,-0.003215,0.002373,-0.005031,-0.001976
Saami,0.112685,-0.022088,0.113608,0.078732,-0.006309,0.004532,0.00846,0.013269,0.003477,-0.028702,0.023019,-0.006931,0.018508,-0.014106,-0.002647,-0.00527,-0.008866,0.001457,-0.003205,0.002032,0.016876,9.3e-05,-0.002311,0.001566,0.001676
Saharawi,-0.082522,0.135446,-0.009287,-0.081679,0.025235,-0.035663,-0.032461,0.00923,0.0814,0.028133,0.009703,-0.009423,0.032036,-0.015397,0.026245,-0.013176,-0.00207,-0.025037,-0.053343,0.013272,-0.016393,-0.042908,0.030596,-0.003449,0.012274
Saidu_Sharif_IA,0.066017,-0.013017,-0.112999,0.078078,-0.07663,0.045206,0.001367,0.004615,-0.005355,-0.00661,-0.006053,0.001826,-0.002324,-0.006281,0.006996,0.008329,-0.000367,-0.001601,0.000457,-0.00872,-3.4e-05,-0.005171,0.000885,-0.003473,0.000533
Saidu_Sharif_IA_o,0.036423,-0.091398,-0.171967,0.127263,-0.083708,0.067492,-0.004935,0.015692,0.047245,0.028429,-0.006496,0.002398,0.001933,0.003441,0.000271,-0.012729,-0.002217,0.001267,-0.000126,0.004002,0.012603,0.002473,0.001725,0.009399,-0.007903
Saka_central,0.08366,-0.117463,0.057825,0.043982,-0.03693,0.004183,-0.000548,0.000769,-0.009851,-0.02363,-0.010312,-0.004171,0.002577,-0.020987,0.013323,0.007889,0.000956,-0.003991,-0.003017,0.009317,-0.020381,0.007151,-0.005649,0.004699,0.001118
Saka_Tian_Shan,0.091628,-0.016045,0.021647,0.048902,-0.040408,0.017821,0.003267,-0.001638,-0.024911,-0.032566,-0.005391,-0.000614,0.0011,-0.022515,0.014576,0.011098,0.000965,-0.002432,-0.000453,-0.002526,-0.014574,-0.000383,0.001269,0.002205,-0.002742
Sakha,0.046667,-0.389286,0.102702,-0.026809,-0.10207,-0.060333,0.031021,0.039614,0.018748,0.026606,0.025495,0.01114,-0.022844,0.068766,0.035197,0.024264,0.004911,-0.016005,-0.037793,-0.028972,-0.001788,0.030501,0.004026,-0.000161,-0.013731
Sakilli,0.026939,-0.103922,-0.183783,0.123602,-0.072526,0.065632,-0.001802,0.016999,0.059312,0.040274,-0.00249,-0.001199,-0.000446,0.007569,-0.01131,-0.012242,0.008866,0.00076,0.001508,0.004085,0.003535,0.002349,-0.000781,0.00245,-0.010698
Samaritan,0.084798,0.148945,-0.057888,-0.09184,-0.010207,-0.035605,-0.002428,-0.008077,0.01643,0.006682,0.008796,-0.009966,0.020466,0.011836,-0.004976,0.002121,-0.010539,0.00076,0.002535,-0.003648,-0.000832,0.002267,0.000103,-0.002892,0.005788
San,-0.591627,0.061609,0.016384,0.017658,0.001505,-0.002727,0.189915,-0.145943,0.020861,0.003422,0.004818,-0.046808,-0.017261,0.005658,0.016558,-0.019785,0.024107,0.215286,-0.071187,0.000903,-0.025594,-0.001456,0.003834,-0.002999,-0.002541
Sandawe,-0.47339,0.071087,-0.004375,-0.023547,-4e-04,-0.011044,0.021926,-0.019891,0.055978,-0.045103,-0.004108,-0.001064,-0.015743,0.000564,0.001941,-0.004216,0.007745,0.024502,-0.005568,-0.003051,-0.002209,-8.7e-05,-0.000148,0.001591,0.000898
Santhal,0.009106,-0.215292,-0.176744,0.11725,-0.015285,0.068912,-0.007297,0.011417,0.080573,0.050358,0.018783,0.004061,-0.004899,0.012884,-0.019996,-0.025684,0.011188,-0.003137,-0.003986,0.025953,0.000475,0.016664,-0.006755,0.008923,0.004773
Sappali_Tepe_BA,0.077224,0.087882,-0.116327,-0.005292,-0.089129,0.017184,0.007575,-0.004828,-0.059611,-0.035059,-0.001586,0.001672,-0.002642,-0.005071,0.015389,0.028966,-0.000572,0.001813,0.003084,-0.019163,0.001305,-0.013231,0.000844,-0.014506,0.009423
Sappali_Tepe_BA_o,0.08992,0.098506,-0.054305,0.000646,-0.047701,0.00502,-0.00329,-0.002308,-0.030883,-0.015308,0.001624,0.004346,0.001487,-0.010872,0.011943,0.006364,-0.004172,0.005321,0.012696,-0.012881,-0.004617,-0.000247,-0.001972,0.002771,0.006706
Sarazm_Eneolithic,0.084798,0.059916,-0.105782,0.044251,-0.122792,0.038208,0.006228,-0.010153,-0.081196,-0.064603,0.002842,0.009067,-0.008994,-0.014313,0.031351,0.017701,-0.018254,-0.002344,0.001257,-0.024387,-0.005802,-0.00983,0.006902,-0.017292,0.009221
Sardinian,0.121601,0.166885,0.02841,-0.050765,0.060473,-0.022451,-0.003682,0.004269,0.041859,0.078939,-0.000947,0.016011,-0.027725,-0.014015,-0.012283,-0.002077,0.013277,-0.001204,0.001047,-0.012235,-0.004679,-0.003771,-0.009161,-0.021891,-0.000838
Sarmatian,0.100051,0.048847,0.032093,0.062016,-0.023451,0.023008,0.000705,0.004131,-0.027529,-0.033331,-0.00229,-0.000884,-0.001412,-0.024084,0.020955,0.011177,-0.004994,-0.001292,-0.000189,-0.001038,-0.009034,0.003017,-0.000974,0.006194,-0.001126
Sarmatian_Pokrovka,0.112116,0.054331,0.032055,0.068476,-0.017234,0.027192,0.008108,0.000346,-0.031497,-0.041276,-0.008201,-0.000525,-0.002304,-0.028901,0.020154,0.019225,0.008149,-0.002154,0.0022,0.00569,-0.007674,0.002968,0.002588,0.004157,-0.001676
Satan_MLBA_Alakul,0.119514,0.085304,0.078064,0.096577,-0.001231,0.042949,-0.00141,-0.003461,-0.016566,-0.04319,-0.000974,-0.002398,0.005649,-0.023121,0.019815,-0.00305,-0.028815,0.002407,-0.005028,-5e-04,-0.006239,0.000247,0.003451,0.001807,-0.004431
Saudi,0.049449,0.141159,-0.064613,-0.116101,-0.011592,-0.048124,-0.01337,-0.008179,0.051654,-0.005892,0.016293,-0.031855,0.063346,0.002141,0.003182,0.027181,-0.022049,0.004293,-0.000321,0.030265,0.01306,0.016886,-0.007203,0.008274,-0.009753
Scotland_CA_EBA,0.122644,0.125164,0.062413,0.062582,0.02739,0.021475,0.000588,0.003115,0.002148,-0.004374,0.00203,0.001536,-0.013082,-0.015655,0.021783,0.008784,-0.004694,0.004244,6.3e-05,0.00075,0.013071,0.001607,-0.004406,0.000874,-0.005568
Scotland_LBA,0.129758,0.133542,0.063073,0.05273,0.03516,0.019313,0.00611,0.003058,0.001892,-0.002734,-0.006008,0.006482,-0.018025,-0.016412,0.024226,0.005867,-0.014342,0.003611,0.0033,0.000532,0.005646,0.004482,-0.000339,0.004217,0.004131
Scotland_MBA,0.129758,0.127957,0.061188,0.058706,0.038007,0.021893,0.003525,0.004442,0.001074,-0.000228,-0.005887,0.00547,-0.013788,-0.020059,0.023174,0.012463,3.3e-05,-0.001235,0.0033,0.002126,0.00471,0.001793,0.002095,0.000633,-0.002425
Scotland_N,0.126913,0.169018,0.054293,-0.032268,0.086283,-0.022488,-0.003768,0.003092,0.06343,0.085353,-0.000254,0.012309,-0.027116,-0.011524,-0.007261,0.002727,0.007627,0.004502,0.004265,-0.004144,0.012054,0.003215,-0.015402,-0.033949,-0.000136
Scottish,0.133458,0.135319,0.062508,0.043982,0.038776,0.018174,0.003819,0.005134,0.004465,0.004981,-0.005251,0.004134,-0.012475,-0.010758,0.021455,0.007193,-0.007964,0.003727,0.00221,0.002001,0.004398,0.002463,-0.002229,0.015092,-0.000778
Scythian_AldyBel,0.100164,-0.057885,0.059585,0.056525,-0.040623,0.02008,-0.00235,-0.000692,-0.011249,-0.032438,-0.000974,-0.003297,0.008176,-0.011423,0.008007,-0.006762,-0.015646,0.004561,0.003645,-0.008004,-0.019715,0.004328,-0.002958,0.004097,-0.006945
Scythian_Hungary,0.121108,0.136081,0.051138,0.0219,0.039638,0.007195,0.000329,0.004938,0.010758,0.010132,-6.5e-05,-6e-05,-0.001427,0,-0.004506,0.005304,0.005424,-0.00114,0.004073,0.002101,-0.001398,0.003833,0.001824,-0.008531,-0.007377
Scythian_Pazyryk,0.071709,-0.218847,0.070333,0.026002,-0.053548,-0.01255,0.001998,0.003692,-0.003477,-0.013303,-0.007307,-0.001124,0.002527,-0.012455,0.008143,0.005834,-0.006845,-0.002154,0.002451,0.008504,-0.020838,0.002349,-0.012756,-0.00253,-0.003533
Scythian_Samara,0.10927,0.041637,0.036204,0.062016,-0.018465,0.026216,0.001645,0.001385,-0.023111,-0.04155,0.003248,0.000599,0.003271,-0.029314,0.035287,0.015115,-0.004955,0.005068,0.000628,0.004752,-0.002121,0.006801,-0.002711,-0.004579,0.006945
Scythian_ZevakinoChilikta,0.064879,-0.173656,0.041106,0.008075,-0.033852,-0.00502,-0.00705,0.002538,-0.017794,-0.023144,-0.024033,-0.006145,0.002379,-0.02202,0.011129,0.011535,0,0.00114,0.009804,0.001,-0.006988,0.00915,-0.012202,-0.001325,0.001796
Seh_Gabi_ChL,0.081384,0.121102,-0.108988,-0.055314,-0.066397,-0.012899,0.005346,-0.009,-0.051387,-0.01467,0.002192,-0.000712,0.00249,-0.001342,-0.000339,0.018828,-0.000228,0.002185,0.008327,-0.018165,0.006925,-0.011592,-0.004314,-0.019943,0.009281
Seh_Gabi_LN,0.05122,0.081242,-0.153488,-0.022287,-0.101865,0.006414,0.014336,0.003231,-0.068925,-0.045559,0,0.00045,0.012636,-0.008533,0.023615,0.059798,0.001825,0.008615,0.008296,-0.034266,0.012478,-0.020897,-0.00456,-0.024823,0.01928
Selkup,0.069887,-0.268912,0.125355,0.041215,-0.113683,-0.045515,0.013349,0.019753,0.004868,-0.022707,0.067683,-0.00012,0.012963,-0.075142,-0.022801,-0.012676,-0.005372,0.004611,0.014506,6e-04,-0.007836,0.023964,0.042841,-0.009519,-0.009676
Sephardic_Jew,0.090945,0.143596,-0.021647,-0.057656,0.00437,-0.020471,-0.004841,-0.002123,0.010594,0.01959,0.004628,0.000495,0.000684,-0.000729,-0.005185,-0.003553,-0.006037,0.000709,-0.002413,-0.005765,-0.003806,-0.005972,0.001528,0.002892,0.001736
Serbian,0.126571,0.137706,0.037033,0.013824,0.029852,0.003012,0.003854,0.006,0.001186,0.002624,-0.001072,-0.000689,0.004281,0.012056,-0.012893,-0.005489,0.006258,-0.000279,0.004676,-0.004927,-0.007836,-0.00183,0.005349,0.00094,-0.00285
Shahr_I_Sokhta_BA1,0.073985,0.062455,-0.138215,0.021641,-0.109559,0.028307,0.006228,-0.001961,-0.061562,-0.034625,-0.001786,-0.00045,-0.005203,-0.003578,0.019883,0.033214,-0.003455,0.003991,-0.000503,-0.027451,0.004804,-0.015086,-0.003821,-0.021871,0.019459
Shahr_I_Sokhta_BA2,0.05805,0.015233,-0.152734,0.07106,-0.116945,0.054384,0.011516,0.006231,-0.029042,-0.02606,0.000325,0.003897,0.001041,-0.013074,0.020222,0.013657,-0.012126,0.00038,0.000126,-0.02001,0.001123,-0.018795,-0.002342,-0.017111,0.002155
Shahr_I_Sokhta_BA3,0.033009,-0.081242,-0.180641,0.120157,-0.097557,0.065539,0.0047,0.009461,0.035996,0.026789,-0.002273,0.003747,-0.005649,0.007982,0.003529,0.003182,0.008736,0.001647,0.000126,-0.002001,0.001373,-0.008161,0.000246,-0.001928,-0.008023
Shamanka_BA,0.043822,-0.37033,0.104148,0.019596,-0.102429,-0.050619,-0.004818,0.001769,0.007908,-0.005133,0.007903,-0.001124,0.001511,-0.036287,0.003597,0.001967,-0.007345,-0.003547,0.011711,0.01803,-0.03864,0.017147,0.008751,-0.011508,-0.007524
Shamanka_N,0.029708,-0.414438,0.093941,-0.015181,-0.086232,-0.047774,0.004512,0.010476,0.014153,0.010734,-0.016807,-0.001963,0.003345,-0.00878,-0.004669,-0.003341,-0.002699,-7.6e-05,0.004927,0.017071,-0.017444,-0.005787,-0.016059,-0.002133,0.003712
She,0.018591,-0.452926,-0.015462,-0.071814,0.09253,0.042856,-0.000157,-0.001538,-0.018203,-0.004556,-0.050016,-0.008742,0.006838,-0.009175,-0.005112,-0.002166,0.000391,0.005912,-0.002011,-0.018217,0.018093,0.010552,0.023417,0.00241,-0.000878
Shetlandic,0.134311,0.133373,0.060842,0.047912,0.040418,0.019429,0.00423,0.004692,0.003545,-0.004131,-0.003951,0.006744,-0.011546,-0.012615,0.021308,0.002608,-0.008736,0.001436,0.002975,-0.00246,0.003203,0.002679,0.006286,0.018798,0.002674
SHG,0.133628,0.093022,0.168875,0.192444,0.085862,0.057396,0.00047,0.011353,0.037142,-0.041769,0.000585,-0.019273,0.033241,-0.015634,0.031107,0.048289,0.003938,0.002914,-0.005279,0.039169,0.050586,0.014665,-0.021864,-0.096953,0.005317
Shor,0.070191,-0.228494,0.077184,0.02541,-0.066166,-0.014502,0.003603,0.01,-0.005386,-0.014761,-0.004601,-0.000799,0.00441,-0.025001,0.012848,0.001635,-0.011561,-0.001647,0.004316,0.01088,-0.040637,0.009068,-0.00304,-0.004137,-0.006706
Sicilian_East,0.1032,0.146574,-0.007291,-0.041129,0.017849,-0.015339,-0.001958,7.7e-05,0.007567,0.021322,0.007307,0.003897,-0.006145,0.003119,-0.005926,-0.006497,-0.002868,-0.00114,0.004483,-0.003877,-4.2e-05,0.002679,-0.00189,0.002289,0.000399
Sicilian_West,0.100164,0.145559,-0.000377,-0.03553,0.019388,-0.009854,-0.000627,0.000538,0.013362,0.022293,0.00341,0.003097,-0.00223,0.001881,-0.002262,-0.003182,-0.001869,-4.2e-05,-0.00088,-0.006128,0.000832,0.000824,-0.003204,-0.003494,0.000239
Sindhi,0.069269,0.002176,-0.116961,0.070322,-0.076366,0.043507,0.000571,0.004945,-0.000526,-0.003749,-0.006287,-0.002077,-2.1e-05,-0.006803,0.009966,0.016612,0.00136,0.00152,0.004381,-0.013292,0.000963,-0.006342,0.000722,-0.003408,0.003541
Sintashta_MLBA,0.125573,0.114722,0.057578,0.080136,0.010215,0.028951,0.005466,0.003729,-0.018506,-0.029422,-0.002116,0.001064,-0.00282,-0.021531,0.023051,0.012694,-0.004685,0.000282,-0.000568,-0.000117,-0.006311,0.002365,0.003173,0.007409,-0.003817
Sintashta_MLBA_o1,0.113064,0.011509,0.039095,0.15644,-0.082887,0.051874,-0.03063,-0.033614,-0.044654,-0.086866,0.013099,-0.00055,0.007929,-0.052159,0.03022,0.015601,-0.006041,-0.003463,-0.001173,-0.004461,-0.025039,0.000453,0.021651,0.005141,-0.010658
Sintashta_MLBA_o2,0.121791,0.079211,0.052608,0.109336,-0.016772,0.036395,-0.000588,-0.005423,-0.025975,-0.049842,0.004466,0.000749,0.003122,-0.041149,0.028366,0.020551,-0.003586,-0.00095,-0.005908,0.002251,-0.013102,-0.000371,0.002157,0.011809,0.000958
Sintashta_MLBA_o3,0.116669,-0.001016,0.104651,0.185403,-0.049086,0.048527,-0.026321,-0.028268,-0.030372,-0.08802,0.017538,-0.009591,0.022968,-0.055187,0.019951,0.015844,-0.015776,-0.006271,-0.004399,0.00519,-0.021961,0.016508,0.017255,-0.009339,-0.004251
Slavic_Bohemia,0.12862,0.129988,0.068259,0.046835,0.02739,0.013108,0.007285,0.014076,-0.001841,-0.018224,-0.000812,-0.004496,0.003717,0.007294,-0.011129,-0.003182,0.011474,-0.002027,-0.002388,-0.004752,0.005615,0.000742,0.001725,-0.001084,-0.006706
